drug1,drug2,text,label
fentanyl,phenobarbital,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
potassium salts,hydrochlorothiazide,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
midazolam,hydrochlorothiazide,"... vancomycin-furosemide, digoxin-furosemide, digoxin-hydrochlorothiazide, fentanyl-phenobarbital, potassium salts-hydrochlorothiazide, and midazolam-hydrochlorothiazide.",1
levomepromazine,fluvoxamine,"Since the combined use of levomepromazine and fluvoxamine induces seizures, it may have been involved in causing the subject's death.",1
trihexyphenidyl,fluvoxamine overdose,"combined use of trihexyphenidyl may potentiate anticholinergic effects of fluvoxamine overdose, including convulsions and coma",1
SGC003F,Tariquidar,"P-gp inhibition impacts SGC003F exposure, with plasma levels not fully reflecting tissue levels. P-gp in the small intestine and BBB affects SGC003F's pharmacokinetics, warranting further clinical drug-drug interaction (DDI) studies.",0
CYP3A4 substrates,CYP3A4 inducers,DDI risk assessments of a new small molecule showed risks of CYP3A4 autoinduction and being a sensitive CYP3A4 substrate.,1
CYP3A4 substrates,CYP3A4 inhibitors,DDI risk assessments of a new small molecule showed risks of CYP3A4 autoinduction and being a sensitive CYP3A4 substrate.,1
Midazolam,CYP3A4 inducers (investigational small molecule),The resulting DDI substudy showed that the investigational small molecule did not induce midazolam clearance,1
Investigational small molecule,CYP3A4 inhibitors (strong),leading to the decision to exclude concomitant use of strong CYP3A4 inducers or inhibitors from clinical trials.,1
simethicone,oral lactase,"The response to lactase was reduced in infants receiving concomitant simethicone for colic symptoms, suggesting a potential drug interaction...",1
pemafibrate,simvastatin,The systemic exposure of simvastatin was reduced by about 15% and its open acid form by about 60%,1
itraconazole,midazolam,Itraconazole exposure with a loading dose could increase the exposure of midazolam by 3.21-fold based on maximum plasma concentration (Cmax),1
Linezolid (LZD),Amikacin,There were 2293 AE reports when LZD was combined with amikacin.,1
Linezolid (LZD),Voriconazole,There were 1726 AE reports when LZD was combined with voriconazole.,1
Linezolid (LZD),Meropenem,There were 4449 AE reports when LZD was combined with meropenem.,1
Linezolid (LZD),Clarithromycin,There were 821 AE reports when LZD was combined with clarithromycin.,1
Linezolid (LZD),Levofloxacin,There were 2431 AE reports when LZD was combined with levofloxacin.,1
Linezolid (LZD),Piperacillin-tazobactam,There were 1053 AE reports when LZD was combined with piperacillin-tazobactam.,1
Linezolid (LZD),Azithromycin,"There were 463 AE reports when LZD was combined with azithromycin. Except for azithromycin, there were positive safety signals related to DDIs between LZD and these antibiotics.",1
Temsavir,Metformin,A DDI risk was flagged with EMA static model predictions,1
PPIs,clopidogrel,"but doubts remain as to whether PPIs may reduce the cardiovascular protection provided by aspirin, prasugrel, ticagrelor, and clopidogrel",1
PPIs,antiplatelet agents,A large body of evidence describes the PK/PD interaction of antiplatelet drugs with PPIs and its potential role in increasing clinical cardiovascular adverse events,1
clopidogrel,PPIs with minimal interference with hepatic cytochrome P450 2C19,The choice of a PPI with no (or minimal) interference with the hepatic cytochrome P450 2C19 is preferred in patients receiving clopidogrel,1
rivaroxaban,amiodarone,the drug-drug interaction between rivaroxaban and amiodarone,1
NMV/RTV,TAC,blood TAC levels significantly increase when these drugs are concomitantly administered,1
ESV,TAC,blood trough levels of TAC increased approximately threefold in one patient administering ESV,0
Statins,Quinolones,"combinations of statin and quinolone may be associated with potentially life-threatening myopathy, rhabdomyolysis and acute hepatitis.",1
Ciprofloxacin,Simvastatin,"especially in patients with ciprofloxacin or levofloxacin, with simvastatin and high-dose atorvastatin",1
Levofloxacin,Simvastatin,"especially in patients with ciprofloxacin or levofloxacin, with simvastatin and high-dose atorvastatin",1
Atorvastatin,High-dose CYP3A4 inhibitors,"especially in patients with ciprofloxacin or levofloxacin, with simvastatin and high-dose atorvastatin",1
CYP3A4 inhibitors,Atorvastatin (high dose),"especially in patients with ciprofloxacin or levofloxacin, with simvastatin and high-dose atorvastatin",1
Itraconazole,ACT-1004-1239,"strong CYP3A4 inhibitor, itraconazole",1
Nirmatrelvir/Ritonavir (NMV/r),Tacrolimus Hydrate Extended-Release Capsules (TAC-ER),"In patients using TAC-ER after lung transplantation, it may be useful to confirm that the TAC blood level is below the effective therapeutic range before resuming TAC-ER safely.",1
glyburide,metoprolol,"The blockade of adrenergic effects by metoprolol, compromising the ability to counteract the action of insulin released by glybenclamide.",1
nirmatrelvir/ritonavir,tacrolimus,"The treatment of COVID-19 in the post-transplant individuals is challenging, primarily due to the drug-drug interaction between nirmatrelvir/ritonavir and tacrolimus.",1
VV116 (deuremidevir hydrobromide tablets),tacrolimus,"Notably, tacrolimus blood concentrations remained within the therapeutic range throughout treatment...",1
sertraline,zopiclone,"With zopiclone, for once-daily sertraline scheme, the dosage of 1.0 mg/kg/day was suggested for pediatric MDD patients with body weight of 30-80 kg; for twice-daily sertraline scheme, the dosage of 0.5 mg/kg/day was suggested for pediatric MDD patients with body weight of 30-80 kg.",1
warfarin,"COVID-19 Vaccine/drugs, monoclonal antibodies, and targeted anticancer agents","The analyses of warfarin ADR records (n = 53,709) from the database revealed that tocilizumab (adjusted Odds Ratio (aOR): 3.39 [95% CI: 1.77-7.03];",1
warfarin,tocilizumab,"The analyses of warfarin ADR records (n = 53,709) from the database revealed that tocilizumab (adjusted Odds Ratio (aOR): 3.39 [95% CI: 1.77-7.03];",1
warfarin,monoclonal antibodies,"The analyses of warfarin ADR records (n = 53,709) from the database revealed that tocilizumab (adjusted Odds Ratio (aOR): 3.39 [95% CI: 1.77-7.03];",1
warfarin,targeted anticancer agents,"The analyses of warfarin ADR records (n = 53,709) from the database revealed that tocilizumab (adjusted Odds Ratio (aOR): 3.39 [95% CI: 1.77-7.03];",1
warfarin,COVID-19 Vaccine/drugs,"The analyses of warfarin ADR records (n = 53,709) from the database revealed that tocilizumab (adjusted Odds Ratio (aOR): 3.39 [95% CI: 1.77-7.03];",1
AChEIs,beta-blocking agents,"The most important factors that showed the strongest association with the presence of drug interactions were the use of AChEIs ( CONCLUSION: Patients with dementia present increased risk of DDIs. Among the most common drugs are psychotropic drugs, which are involved in pharmacodynamic interactions caused by the concomitant use of CNS-targeted drugs.",0
AChEIs,psychotropic drugs,"Among the most common drugs are psychotropic drugs, which are involved in pharmacodynamic interactions caused by the concomitant use of CNS-targeted drugs.",0
acetylsalicylic acid,other drugs,"The drugs most frequently involved in DDIs were quetiapine (24.5%) and acetylsalicylic acid (10%). A total of 97 DDIs were detected between the acetylcholinesterase inhibitors (AChEIs), and the remaining drugs were administered concomitantly.",1
quetiapine,other drugs,"The drugs most frequently involved in DDIs were quetiapine (24.5%) and acetylsalicylic acid (10%). A total of 97 DDIs were detected between the acetylcholinesterase inhibitors (AChEIs), and the remaining drugs were administered concomitantly.",1
Letermovir (LET),Extended-release Tacrolimus (ER-TAC),"In the Japanese population, LET significantly increased ER-TAC exposure...",1
clopidogrel,omeprazole,...and clopidogrel antiplatelet effects.,1
ketoconazole,anlotinib,"CYP3A potent inhibitor ketoconazole demonstrated the most significant DDI with anlotinib, regardless of whether anlotinib is administered as a single dose or multiple doses. Ketoconazole increased the area under the concentration-time curve (AUC) and maximum concentration (C",1
anlotinib,strong CYP3A inducers,"To mitigate the risk of anti-tumor treatment failure, it is recommended to avoid concurrent use of strong CYP3A inducers.",1
Voriconazole (VRZ),Proton Pump Inhibitors (PPIs),AEs related to DDIs should receive more attention when VRZ is used in combination with PPIs (renal impairment),1
Voriconazole (VRZ),Non-Steroidal Anti-Inflammatory Drugs (NSAIDs),AEs related to DDIs should receive more attention when VRZ is used in combination with NSAIDs (constipation and renal failure),1
Voriconazole (VRZ),Immunosuppressants,"AEs related to DDIs should receive more attention when VRZ is used in combination with immunosuppressants (graft versus host disease, septic shock)",1
Voriconazole (VRZ),Other Antibacterial Drugs,"AEs related to DDIs should receive more attention when VRZ is used in combination with other antibacterial drugs (multiple organ dysfunction syndrome, febrile neutropenia, and respiratory failure)",1
Voriconazole (VRZ),Tacrolimus,Graft-versus-host disease was the AE that had the strongest correlation with the drug interaction between VRZ and immunosuppressants,1
Voriconazole (VRZ),Mycophenolate Mofetil,My mycophenolate mofetil and respiratory failure in female patients when VRZ is used in combination with linezolid,1
Voriconazole (VRZ),Cyclophosphamide,Graft-versus-host disease was the AE that had the strongest correlation with the drug interaction between VRZ and immunosuppressants,1
Voriconazole (VRZ),Cyclosporine,Graft-versus-host disease was the AE that had the strongest correlation with the drug interaction between VRZ and immunosuppressants,1
Voriconazole (VRZ),Linezolid,Aggravated conditions and respiratory failure should be given more attention in male patients when VRZ is used in combination with linezolid,1
Voriconazole (VRZ),Ceftazidime,Febrile neutropenia and septic shock should be of particular concern in patients over 18 years of age when VRZ is used in combination with ceftazidime,1
Voriconazole (VRZ),Ciprofloxacin,Febrile neutropenia and septic shock should be of particular concern in patients over 18 years of age when VRZ is used in combination with ciprofloxacin,1
Voriconazole (VRZ),Cytarabine,Febrile neutropenia and septic shock should be of particular concern in patients over 18 years of age when VRZ is used in combination with cytarabine,1
Voriconazole (VRZ),Meropenem,Septic shock should be considered in patients under 18 years of age when VRZ is used in combination with meropenem,1
Voriconazole (VRZ),Dexamethasone,Septic shock should be considered in patients under 18 years of age when VRZ is used in combination with dexamethasone,1
Resveratrol,Cisplatin,The combination of cisplatin and resveratrol can play a synergistic therapeutic effect on HepG2 cells.,1
Riociguat,Quercetin,quercetin significantly inhibited riociguat and M1 metabolism,1
Ivacaftor,CYP3A4 substrates,"may interact with drugs that are CYP3A4 substrates, resulting in changes in plasma exposure to ivacaftor",1
Ivacaftor,Nisoldipine,"19 severely inhibited ivacaftor metabolism, particularly two cardiovascular drugs (nisoldipine and nimodipine)",1
Ivacaftor,Nimodipine,"19 severely inhibited ivacaftor metabolism, particularly two cardiovascular drugs (nisoldipine and nimodipine)",1
Azoles,Rifamycin,"The interaction with rifamycin is problematic, making it challenging to continue standard treatment for NTM-PD and requiring drug adjustments.",1
CCBs (felodipine/nifedipine/amlodipine),tacrolimus,"The three CCBs increased the dose-adjusted trough concentration (C0) of tacrolimus, indicating that they inhibit its metabolism.",1
Letermovir,Calcineurin inhibitors (cyclosporine and tacrolimus),"Both letermovir and maribavir have a significant drug interaction potential in solid organ transplant recipients, resulting in higher levels of calcineurin inhibitors (cyclosporine and tacrolimus)...",1
Letermovir,mTOR inhibitors (sirolimus and everolimus),"Both letermovir and maribavir have a significant drug interaction potential in solid organ transplant recipients, resulting in higher levels of calcineurin inhibitors (cyclosporine and tacrolimus) and mTOR inhibitors (sirolimus and everolimus).",1
Maribavir,Calcineurin inhibitors (cyclosporine and tacrolimus),"Both letermovir and maribavir have a significant drug interaction potential in solid organ transplant recipients, resulting in higher levels of calcineurin inhibitors (cyclosporine and tacrolimus)...",1
